record_id,batch,template_flag,pubmedbert__text_section_tagged__n_tokens,pubmedbert__text_section_tagged__n_unk,pubmedbert__text_section_tagged__unk_rate,pubmedbert__text_section_tagged__n_segments_at_128,pubmedbert__text_concatenated__n_tokens,pubmedbert__text_concatenated__n_unk,pubmedbert__text_concatenated__unk_rate,pubmedbert__text_concatenated__n_segments_at_128,pathologybert__text_section_tagged__n_tokens,pathologybert__text_section_tagged__n_unk,pathologybert__text_section_tagged__unk_rate,pathologybert__text_section_tagged__n_segments_at_128,pathologybert__text_concatenated__n_tokens,pathologybert__text_concatenated__n_unk,pathologybert__text_concatenated__unk_rate,pathologybert__text_concatenated__n_segments_at_128
BAH-P-1355,1,False,110,0,0.0,1,84,0,0.0,1,107,0,0.0,1,81,3,0.037037037037037035,1
BAH-P-1356,1,False,135,0,0.0,2,107,0,0.0,1,129,0,0.0,2,100,4,0.04,1
BAH-P-1357,1,False,110,0,0.0,1,80,0,0.0,1,104,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1358,1,False,123,0,0.0,1,93,0,0.0,1,119,2,0.01680672268907563,1,88,6,0.06818181818181818,1
BAH-P-1359,1,False,145,0,0.0,2,117,0,0.0,1,132,0,0.0,2,103,4,0.038834951456310676,1
BAH-P-1360,1,False,114,0,0.0,1,86,0,0.0,1,113,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-1361,1,True,98,0,0.0,1,68,0,0.0,1,94,0,0.0,1,63,4,0.06349206349206349,1
BAH-P-1362,1,False,104,0,0.0,1,83,0,0.0,1,97,2,0.020618556701030927,1,75,4,0.05333333333333334,1
BAH-P-1363,1,False,107,0,0.0,1,79,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1364,1,False,103,0,0.0,1,75,0,0.0,1,100,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1365,1,False,98,0,0.0,1,69,0,0.0,1,97,2,0.020618556701030927,1,67,6,0.08955223880597014,1
BAH-P-1366,1,False,116,0,0.0,1,86,0,0.0,1,115,2,0.017391304347826087,1,84,6,0.07142857142857142,1
BAH-P-1367,1,False,112,0,0.0,1,84,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-1368,1,True,105,0,0.0,1,75,0,0.0,1,102,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1369,1,False,105,0,0.0,1,75,0,0.0,1,103,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1370,1,True,110,0,0.0,1,80,0,0.0,1,107,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1371,1,True,100,0,0.0,1,71,0,0.0,1,97,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-1372,1,False,101,0,0.0,1,71,0,0.0,1,97,2,0.020618556701030927,1,66,6,0.09090909090909091,1
BAH-P-1373,1,True,95,0,0.0,1,66,0,0.0,1,92,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-1374,1,False,186,0,0.0,2,158,0,0.0,2,174,2,0.011494252873563218,2,145,6,0.041379310344827586,2
BAH-P-1375,1,False,143,0,0.0,2,114,0,0.0,1,131,1,0.007633587786259542,2,101,5,0.04950495049504951,1
BAH-P-1376,1,False,133,0,0.0,2,103,0,0.0,1,126,1,0.007936507936507936,1,95,5,0.05263157894736842,1
BAH-P-1377,1,False,122,0,0.0,1,93,0,0.0,1,114,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-1378,1,False,94,0,0.0,1,65,0,0.0,1,93,0,0.0,1,63,4,0.06349206349206349,1
BAH-P-1379,1,True,108,0,0.0,1,80,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1380,1,False,131,0,0.0,2,101,0,0.0,1,119,2,0.01680672268907563,1,88,6,0.06818181818181818,1
BAH-P-1381,1,False,99,0,0.0,1,69,0,0.0,1,98,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-1382,1,False,118,0,0.0,1,88,0,0.0,1,114,2,0.017543859649122806,1,83,6,0.07228915662650602,1
BAH-P-1383,1,True,112,0,0.0,1,84,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1384,1,False,113,0,0.0,1,89,0,0.0,1,106,2,0.018867924528301886,1,82,5,0.06097560975609756,1
BAH-P-1385,1,False,108,0,0.0,1,79,0,0.0,1,108,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1386,1,False,133,0,0.0,2,103,0,0.0,1,127,2,0.015748031496062992,1,96,6,0.0625,1
BAH-P-1387,1,False,125,0,0.0,1,97,0,0.0,1,119,2,0.01680672268907563,1,90,6,0.06666666666666667,1
BAH-P-1388,1,False,109,0,0.0,1,79,0,0.0,1,105,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1389,1,True,97,0,0.0,1,69,0,0.0,1,93,0,0.0,1,64,4,0.0625,1
BAH-P-1390,1,False,129,0,0.0,2,103,0,0.0,1,120,0,0.0,1,94,3,0.031914893617021274,1
BAH-P-1391,1,False,130,0,0.0,2,105,0,0.0,1,116,0,0.0,1,89,4,0.0449438202247191,1
BAH-P-1392,1,False,201,0,0.0,2,169,0,0.0,2,189,0,0.0,2,156,3,0.019230769230769232,2
BAH-P-1393,1,False,108,0,0.0,1,80,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1394,1,False,121,0,0.0,1,93,0,0.0,1,117,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-1395,1,False,111,0,0.0,1,83,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1396,1,False,140,0,0.0,2,110,0,0.0,1,127,4,0.031496062992125984,1,96,8,0.08333333333333333,1
BAH-P-1397,1,False,104,0,0.0,1,76,0,0.0,1,101,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1398,1,False,181,0,0.0,2,149,0,0.0,2,168,0,0.0,2,135,3,0.022222222222222223,2
BAH-P-1399,1,False,109,0,0.0,1,81,0,0.0,1,104,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-1400,1,False,133,0,0.0,2,105,0,0.0,1,128,2,0.015625,1,99,6,0.06060606060606061,1
BAH-P-1401,1,False,141,0,0.0,2,113,0,0.0,1,130,2,0.015384615384615385,2,101,6,0.0594059405940594,1
BAH-P-1402,1,False,107,0,0.0,1,79,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1403,1,True,98,0,0.0,1,70,0,0.0,1,94,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-1404,1,False,135,0,0.0,2,107,0,0.0,1,135,0,0.0,2,106,4,0.03773584905660377,1
BAH-P-1405,1,False,110,0,0.0,1,82,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-1406,1,False,105,0,0.0,1,77,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1407,1,False,110,0,0.0,1,82,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1408,1,False,104,0,0.0,1,74,0,0.0,1,103,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1409,1,False,131,0,0.0,2,103,0,0.0,1,126,2,0.015873015873015872,1,97,6,0.061855670103092786,1
BAH-P-1410,1,False,123,0,0.0,1,95,0,0.0,1,116,0,0.0,1,87,4,0.04597701149425287,1
BAH-P-1411,1,False,101,0,0.0,1,73,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-1412,1,False,149,0,0.0,2,121,0,0.0,1,137,2,0.014598540145985401,2,108,6,0.05555555555555555,1
BAH-P-1413,1,False,105,0,0.0,1,77,0,0.0,1,100,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1414,1,False,110,0,0.0,1,82,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1415,1,False,112,0,0.0,1,84,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1416,1,False,81,0,0.0,1,57,0,0.0,1,80,2,0.025,1,56,5,0.08928571428571429,1
BAH-P-1417,1,False,116,0,0.0,1,88,0,0.0,1,113,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-1418,1,False,106,0,0.0,1,78,0,0.0,1,101,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1419,1,False,89,0,0.0,1,65,0,0.0,1,83,0,0.0,1,59,3,0.05084745762711865,1
BAH-P-1420,1,False,148,0,0.0,2,120,0,0.0,1,136,2,0.014705882352941176,2,107,6,0.056074766355140186,1
BAH-P-1421,1,False,122,0,0.0,1,94,0,0.0,1,119,0,0.0,1,90,4,0.044444444444444446,1
BAH-P-1422,1,False,126,0,0.0,1,98,0,0.0,1,113,4,0.035398230088495575,1,84,8,0.09523809523809523,1
BAH-P-1423,1,False,98,0,0.0,1,70,0,0.0,1,98,2,0.02040816326530612,1,69,6,0.08695652173913043,1
BAH-P-1424,1,False,113,0,0.0,1,85,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1425,1,False,121,0,0.0,1,93,0,0.0,1,119,0,0.0,1,90,4,0.044444444444444446,1
BAH-P-1426,1,False,114,0,0.0,1,86,0,0.0,1,113,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-1427,1,False,119,0,0.0,1,91,0,0.0,1,114,0,0.0,1,85,4,0.047058823529411764,1
BAH-P-1428,1,False,122,0,0.0,1,94,0,0.0,1,118,2,0.01694915254237288,1,89,6,0.06741573033707865,1
BAH-P-1429,1,False,144,0,0.0,2,116,0,0.0,1,137,4,0.029197080291970802,2,108,8,0.07407407407407407,1
BAH-P-1430,1,False,288,0,0.0,3,256,0,0.0,2,273,12,0.04395604395604396,3,240,15,0.0625,2
BAH-P-1431,1,False,120,0,0.0,1,92,0,0.0,1,117,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-1432,1,False,114,0,0.0,1,86,0,0.0,1,113,2,0.017699115044247787,1,84,6,0.07142857142857142,1
BAH-P-1433,1,False,107,0,0.0,1,79,0,0.0,1,101,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1434,1,False,133,0,0.0,2,105,0,0.0,1,121,0,0.0,1,92,4,0.043478260869565216,1
BAH-P-1435,1,False,113,0,0.0,1,85,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1436,1,False,105,0,0.0,1,77,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1437,1,False,279,0,0.0,3,242,0,0.0,2,274,2,0.0072992700729927005,3,236,5,0.0211864406779661,2
BAH-P-1438,1,False,93,0,0.0,1,65,0,0.0,1,91,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-1439,1,False,106,0,0.0,1,78,0,0.0,1,103,2,0.019417475728155338,1,74,6,0.08108108108108109,1
BAH-P-1440,1,False,125,0,0.0,1,97,0,0.0,1,120,0,0.0,1,91,4,0.04395604395604396,1
BAH-P-1441,1,False,122,0,0.0,1,94,0,0.0,1,119,0,0.0,1,90,4,0.044444444444444446,1
BAH-P-1442,1,False,135,0,0.0,2,107,0,0.0,1,130,4,0.03076923076923077,2,101,8,0.07920792079207921,1
BAH-P-1443,1,False,121,0,0.0,1,93,0,0.0,1,119,2,0.01680672268907563,1,90,6,0.06666666666666667,1
BAH-P-1444,1,False,125,0,0.0,1,95,0,0.0,1,125,2,0.016,1,94,6,0.06382978723404255,1
BAH-P-1445,1,False,95,0,0.0,1,67,0,0.0,1,95,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-1446,1,False,135,0,0.0,2,107,0,0.0,1,128,2,0.015625,1,99,6,0.06060606060606061,1
BAH-P-1447,1,False,137,0,0.0,2,109,0,0.0,1,131,2,0.015267175572519083,2,102,6,0.058823529411764705,1
BAH-P-1448,1,False,163,0,0.0,2,139,0,0.0,2,135,0,0.0,2,111,3,0.02702702702702703,1
BAH-P-1449,1,False,111,0,0.0,1,83,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1450,1,False,102,0,0.0,1,74,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-1451,1,False,132,0,0.0,2,104,0,0.0,1,128,2,0.015625,1,99,6,0.06060606060606061,1
BAH-P-1452,1,False,95,0,0.0,1,67,0,0.0,1,93,0,0.0,1,64,4,0.0625,1
BAH-P-1453,1,False,97,0,0.0,1,71,0,0.0,1,95,0,0.0,1,68,3,0.04411764705882353,1
BAH-P-1454,1,False,110,0,0.0,1,82,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1455,1,False,130,0,0.0,2,102,0,0.0,1,122,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-1456,1,False,136,0,0.0,2,108,0,0.0,1,128,2,0.015625,1,99,6,0.06060606060606061,1
BAH-P-1457,1,False,103,0,0.0,1,75,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-1458,1,False,108,0,0.0,1,80,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1459,1,False,117,0,0.0,1,89,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-1460,1,False,121,0,0.0,1,93,0,0.0,1,112,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-1461,1,False,109,0,0.0,1,81,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1462,1,False,127,0,0.0,1,99,0,0.0,1,122,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-1463,1,False,119,0,0.0,1,91,0,0.0,1,113,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-1464,1,False,127,0,0.0,1,101,0,0.0,1,125,2,0.016,1,97,6,0.061855670103092786,1
BAH-P-1465,1,False,113,0,0.0,1,85,0,0.0,1,116,2,0.017241379310344827,1,87,6,0.06896551724137931,1
BAH-P-1466,1,False,153,0,0.0,2,125,0,0.0,1,147,0,0.0,2,118,4,0.03389830508474576,1
BAH-P-1467,1,False,121,0,0.0,1,93,0,0.0,1,117,2,0.017094017094017096,1,88,6,0.06818181818181818,1
BAH-P-1468,1,False,209,0,0.0,2,181,0,0.0,2,199,6,0.03015075376884422,2,170,9,0.052941176470588235,2
BAH-P-1469,1,False,112,0,0.0,1,84,0,0.0,1,111,4,0.036036036036036036,1,82,8,0.0975609756097561,1
BAH-P-1470,1,False,159,0,0.0,2,131,0,0.0,2,147,2,0.013605442176870748,2,118,6,0.05084745762711865,1
BAH-P-1471,1,False,123,0,0.0,1,95,0,0.0,1,117,2,0.017094017094017096,1,88,6,0.06818181818181818,1
BAH-P-1472,1,False,104,0,0.0,1,76,0,0.0,1,104,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-1473,1,False,142,0,0.0,2,114,0,0.0,1,134,2,0.014925373134328358,2,105,6,0.05714285714285714,1
BAH-P-1474,1,False,102,0,0.0,1,78,0,0.0,1,97,2,0.020618556701030927,1,73,5,0.0684931506849315,1
BAH-P-1475,1,False,136,0,0.0,2,108,0,0.0,1,132,2,0.015151515151515152,2,103,6,0.05825242718446602,1
BAH-P-1476,1,False,108,0,0.0,1,80,0,0.0,1,104,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-1477,1,False,141,0,0.0,2,113,0,0.0,1,136,2,0.014705882352941176,2,107,6,0.056074766355140186,1
BAH-P-1478,1,False,128,0,0.0,1,100,0,0.0,1,124,2,0.016129032258064516,1,95,6,0.06315789473684211,1
BAH-P-1479,1,False,99,0,0.0,1,71,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-1480,1,False,160,0,0.0,2,132,0,0.0,2,147,2,0.013605442176870748,2,118,6,0.05084745762711865,1
BAH-P-1481,1,False,95,0,0.0,1,74,0,0.0,1,89,0,0.0,1,67,2,0.029850746268656716,1
BAH-P-1482,1,False,153,0,0.0,2,123,0,0.0,1,139,0,0.0,2,108,4,0.037037037037037035,1
BAH-P-1483,1,True,98,0,0.0,1,64,0,0.0,1,97,0,0.0,1,62,3,0.04838709677419355,1
BAH-P-1484,1,False,113,0,0.0,1,83,0,0.0,1,108,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1485,1,False,98,0,0.0,1,72,0,0.0,1,99,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1486,1,False,148,0,0.0,2,120,0,0.0,1,139,2,0.014388489208633094,2,110,6,0.05454545454545454,1
BAH-P-1487,1,False,102,0,0.0,1,76,0,0.0,1,101,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1488,1,False,137,0,0.0,2,109,0,0.0,1,134,2,0.014925373134328358,2,105,6,0.05714285714285714,1
BAH-P-1489,1,False,110,0,0.0,1,82,0,0.0,1,108,2,0.018518518518518517,1,79,6,0.0759493670886076,1
BAH-P-1490,1,False,170,0,0.0,2,140,0,0.0,2,167,8,0.04790419161676647,2,135,11,0.08148148148148149,2
BAH-P-1491,1,False,134,0,0.0,2,104,0,0.0,1,118,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-1492,1,False,122,0,0.0,1,94,0,0.0,1,121,0,0.0,1,92,4,0.043478260869565216,1
BAH-P-1493,1,False,134,0,0.0,2,106,0,0.0,1,123,0,0.0,1,94,4,0.0425531914893617,1
BAH-P-1494,1,False,159,0,0.0,2,131,0,0.0,2,152,4,0.02631578947368421,2,123,8,0.06504065040650407,1
BAH-P-1495,1,False,122,0,0.0,1,94,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-1496,1,True,81,0,0.0,1,55,0,0.0,1,76,0,0.0,1,49,3,0.061224489795918366,1
BAH-P-1497,1,False,123,0,0.0,1,95,0,0.0,1,120,4,0.03333333333333333,1,91,8,0.08791208791208792,1
BAH-P-1498,1,False,142,0,0.0,2,113,0,0.0,1,138,4,0.028985507246376812,2,108,8,0.07407407407407407,1
BAH-P-1499,1,False,166,0,0.0,2,138,0,0.0,2,158,2,0.012658227848101266,2,129,6,0.046511627906976744,2
BAH-P-1500,1,False,114,0,0.0,1,85,0,0.0,1,110,0,0.0,1,80,4,0.05,1
BAH-P-1501,1,True,111,0,0.0,1,81,0,0.0,1,108,2,0.018518518518518517,1,77,6,0.07792207792207792,1
BAH-P-1502,1,False,110,0,0.0,1,82,0,0.0,1,109,0,0.0,1,80,4,0.05,1
BAH-P-1503,1,False,126,0,0.0,1,96,0,0.0,1,123,2,0.016260162601626018,1,92,6,0.06521739130434782,1
BAH-P-1504,1,False,139,0,0.0,2,113,0,0.0,1,138,0,0.0,2,110,4,0.03636363636363636,1
BAH-P-1505,1,False,182,0,0.0,2,149,0,0.0,2,177,0,0.0,2,143,4,0.027972027972027972,2
BAH-P-1506,1,False,103,0,0.0,1,75,0,0.0,1,103,2,0.019417475728155338,1,74,6,0.08108108108108109,1
BAH-P-1507,1,False,130,0,0.0,2,102,0,0.0,1,121,0,0.0,1,92,4,0.043478260869565216,1
BAH-P-1508,1,False,107,0,0.0,1,79,0,0.0,1,104,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-1509,1,False,131,0,0.0,2,105,0,0.0,1,122,0,0.0,1,94,4,0.0425531914893617,1
BAH-P-1510,1,False,104,0,0.0,1,74,0,0.0,1,99,0,0.0,1,68,4,0.058823529411764705,1
BAH-P-1511,1,False,108,0,0.0,1,82,0,0.0,1,107,2,0.018691588785046728,1,79,6,0.0759493670886076,1
BAH-P-1512,1,True,97,0,0.0,1,71,0,0.0,1,94,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-1513,1,False,100,0,0.0,1,74,0,0.0,1,100,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1514,1,False,104,0,0.0,1,78,0,0.0,1,105,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1515,1,False,109,0,0.0,1,83,0,0.0,1,109,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-1516,1,True,92,0,0.0,1,66,0,0.0,1,93,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-1517,1,False,114,0,0.0,1,88,0,0.0,1,111,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-1518,1,False,112,0,0.0,1,74,0,0.0,1,112,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1519,1,False,111,0,0.0,1,85,0,0.0,1,106,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1520,1,False,116,0,0.0,1,74,0,0.0,1,116,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1521,1,False,119,0,0.0,1,93,0,0.0,1,116,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-1522,1,False,113,0,0.0,1,81,0,0.0,1,114,0,0.0,1,80,4,0.05,1
BAH-P-1523,1,False,113,0,0.0,1,81,0,0.0,1,115,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-1524,1,False,126,0,0.0,1,94,0,0.0,1,125,0,0.0,1,91,4,0.04395604395604396,1
BAH-P-1525,1,False,128,0,0.0,1,102,0,0.0,1,123,0,0.0,1,95,4,0.042105263157894736,1
BAH-P-1526,1,False,129,0,0.0,2,101,0,0.0,1,126,2,0.015873015873015872,1,97,6,0.061855670103092786,1
BAH-P-1527,1,False,111,0,0.0,1,83,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1528,1,False,116,0,0.0,1,88,0,0.0,1,115,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-1529,1,False,123,0,0.0,1,95,0,0.0,1,120,2,0.016666666666666666,1,91,6,0.06593406593406594,1
BAH-P-1530,1,False,122,0,0.0,1,94,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-1531,1,False,100,0,0.0,1,74,0,0.0,1,101,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1532,1,False,122,0,0.0,1,96,0,0.0,1,121,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-1533,1,False,101,0,0.0,1,73,0,0.0,1,97,0,0.0,1,68,4,0.058823529411764705,1
BAH-P-1534,1,False,117,0,0.0,1,89,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-1535,1,False,118,0,0.0,1,89,0,0.0,1,120,0,0.0,1,90,4,0.044444444444444446,1
BAH-P-1536,1,False,114,0,0.0,1,83,0,0.0,1,119,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-1537,1,False,92,0,0.0,1,66,0,0.0,1,88,0,0.0,1,60,4,0.06666666666666667,1
BAH-P-1538,1,False,92,0,0.0,1,66,0,0.0,1,94,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-1539,1,False,121,0,0.0,1,95,0,0.0,1,119,0,0.0,1,91,4,0.04395604395604396,1
BAH-P-1540,1,False,147,0,0.0,2,121,0,0.0,1,144,2,0.013888888888888888,2,116,6,0.05172413793103448,1
BAH-P-1541,1,False,110,0,0.0,1,84,0,0.0,1,108,0,0.0,1,80,4,0.05,1
BAH-P-1542,1,False,105,0,0.0,1,79,0,0.0,1,99,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1543,1,False,93,0,0.0,1,67,0,0.0,1,94,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-1544,1,True,104,0,0.0,1,78,0,0.0,1,103,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-1545,1,False,158,0,0.0,2,130,0,0.0,2,147,0,0.0,2,118,4,0.03389830508474576,1
BAH-P-1546,1,False,107,0,0.0,1,81,0,0.0,1,104,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1547,1,True,110,0,0.0,1,80,0,0.0,1,107,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1548,1,True,102,0,0.0,1,76,0,0.0,1,101,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1549,1,False,150,0,0.0,2,122,0,0.0,1,146,0,0.0,2,117,4,0.03418803418803419,1
BAH-P-1550,1,False,147,0,0.0,2,118,0,0.0,1,145,2,0.013793103448275862,2,115,6,0.05217391304347826,1
BAH-P-1551,1,False,111,0,0.0,1,83,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-1552,1,False,107,0,0.0,1,81,0,0.0,1,104,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1553,1,False,115,0,0.0,1,85,0,0.0,1,112,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-1554,1,False,112,0,0.0,1,84,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1555,1,False,93,0,0.0,1,67,0,0.0,1,89,0,0.0,1,61,4,0.06557377049180328,1
BAH-P-1556,1,True,102,0,0.0,1,76,0,0.0,1,99,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1557,1,False,159,0,0.0,2,133,0,0.0,2,152,8,0.05263157894736842,2,126,11,0.0873015873015873,1
BAH-P-1558,1,False,127,0,0.0,1,99,0,0.0,1,115,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-1559,1,False,190,0,0.0,2,156,0,0.0,2,180,6,0.03333333333333333,2,145,9,0.06206896551724138,2
BAH-P-1560,1,False,96,0,0.0,1,66,0,0.0,1,95,2,0.021052631578947368,1,64,6,0.09375,1
BAH-P-1561,1,False,97,0,0.0,1,67,0,0.0,1,95,0,0.0,1,64,4,0.0625,1
BAH-P-1562,1,False,103,0,0.0,1,73,0,0.0,1,100,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-1563,1,False,96,0,0.0,1,70,0,0.0,1,92,2,0.021739130434782608,1,66,5,0.07575757575757576,1
BAH-P-1564,1,True,101,0,0.0,1,71,0,0.0,1,98,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-1565,1,False,142,0,0.0,2,113,0,0.0,1,133,1,0.007518796992481203,2,103,5,0.04854368932038835,1
BAH-P-1566,1,False,109,0,0.0,1,81,0,0.0,1,100,2,0.02,1,71,6,0.08450704225352113,1
BAH-P-1567,1,False,99,0,0.0,1,78,0,0.0,1,95,0,0.0,1,73,2,0.0273972602739726,1
BAH-P-1568,1,False,109,0,0.0,1,83,0,0.0,1,106,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1569,1,False,118,0,0.0,1,92,0,0.0,1,116,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-1570,1,False,105,0,0.0,1,79,0,0.0,1,101,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1571,1,False,112,0,0.0,1,84,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-1572,1,False,115,0,0.0,1,85,0,0.0,1,112,2,0.017857142857142856,1,81,6,0.07407407407407407,1
BAH-P-1573,1,False,120,0,0.0,1,94,0,0.0,1,121,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-1574,1,False,115,0,0.0,1,89,0,0.0,1,115,0,0.0,1,87,4,0.04597701149425287,1
BAH-P-1575,1,False,125,0,0.0,1,99,0,0.0,1,121,2,0.01652892561983471,1,93,6,0.06451612903225806,1
BAH-P-1576,1,False,100,0,0.0,1,74,0,0.0,1,99,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-1577,1,False,188,0,0.0,2,156,0,0.0,2,176,0,0.0,2,143,3,0.02097902097902098,2
BAH-P-1578,1,False,98,0,0.0,1,72,0,0.0,1,97,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-1579,1,True,109,0,0.0,1,77,0,0.0,1,106,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-1580,1,False,101,0,0.0,1,75,0,0.0,1,101,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-1581,1,False,108,0,0.0,1,79,0,0.0,1,108,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-1582,1,True,112,0,0.0,1,80,0,0.0,1,110,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-1583,1,False,97,0,0.0,1,69,0,0.0,1,92,0,0.0,1,63,4,0.06349206349206349,1
BAH-P-1584,1,False,95,0,0.0,1,67,0,0.0,1,92,0,0.0,1,63,4,0.06349206349206349,1
