record_id,batch,template_flag,pubmedbert__text_section_tagged__n_tokens,pubmedbert__text_section_tagged__n_unk,pubmedbert__text_section_tagged__unk_rate,pubmedbert__text_section_tagged__n_segments_at_128,pubmedbert__text_concatenated__n_tokens,pubmedbert__text_concatenated__n_unk,pubmedbert__text_concatenated__unk_rate,pubmedbert__text_concatenated__n_segments_at_128,pathologybert__text_section_tagged__n_tokens,pathologybert__text_section_tagged__n_unk,pathologybert__text_section_tagged__unk_rate,pathologybert__text_section_tagged__n_segments_at_128,pathologybert__text_concatenated__n_tokens,pathologybert__text_concatenated__n_unk,pathologybert__text_concatenated__unk_rate,pathologybert__text_concatenated__n_segments_at_128
BAH-P-0709,1,False,126,0,0.0,1,98,0,0.0,1,116,4,0.034482758620689655,1,87,8,0.09195402298850575,1
BAH-P-0710,1,False,202,0,0.0,2,171,0,0.0,2,196,2,0.01020408163265306,2,164,6,0.036585365853658534,2
BAH-P-0711,1,False,150,0,0.0,2,119,0,0.0,1,147,2,0.013605442176870748,2,115,6,0.05217391304347826,1
BAH-P-0712,1,False,117,0,0.0,1,89,0,0.0,1,103,3,0.02912621359223301,1,74,7,0.0945945945945946,1
BAH-P-0713,1,False,114,0,0.0,1,86,0,0.0,1,112,2,0.017857142857142856,1,83,6,0.07228915662650602,1
BAH-P-0714,1,False,120,0,0.0,1,91,0,0.0,1,116,4,0.034482758620689655,1,86,8,0.09302325581395349,1
BAH-P-0715,1,False,116,0,0.0,1,88,0,0.0,1,111,2,0.018018018018018018,1,82,6,0.07317073170731707,1
BAH-P-0716,1,False,182,0,0.0,2,154,0,0.0,2,172,0,0.0,2,143,4,0.027972027972027972,2
BAH-P-0717,1,False,193,0,0.0,2,162,0,0.0,2,184,0,0.0,2,152,4,0.02631578947368421,2
BAH-P-0718,1,False,98,0,0.0,1,70,0,0.0,1,91,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-0719,1,False,120,0,0.0,1,92,0,0.0,1,114,0,0.0,1,85,4,0.047058823529411764,1
BAH-P-0720,1,False,103,0,0.0,1,74,0,0.0,1,100,2,0.02,1,70,6,0.08571428571428572,1
BAH-P-0721,1,False,186,0,0.0,2,158,0,0.0,2,168,2,0.011904761904761904,2,139,6,0.04316546762589928,2
BAH-P-0722,1,False,115,0,0.0,1,85,0,0.0,1,114,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0723,1,False,98,0,0.0,1,70,0,0.0,1,95,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-0724,1,False,106,0,0.0,1,78,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0725,1,False,110,0,0.0,1,82,0,0.0,1,106,2,0.018867924528301886,1,77,6,0.07792207792207792,1
BAH-P-0726,1,False,137,0,0.0,2,109,0,0.0,1,126,0,0.0,1,97,4,0.041237113402061855,1
BAH-P-0727,1,False,99,0,0.0,1,72,0,0.0,1,93,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-0728,1,False,155,0,0.0,2,127,0,0.0,1,153,0,0.0,2,124,4,0.03225806451612903,1
BAH-P-0729,1,False,108,0,0.0,1,80,0,0.0,1,105,2,0.01904761904761905,1,76,6,0.07894736842105263,1
BAH-P-0730,1,True,124,0,0.0,1,96,0,0.0,1,114,0,0.0,1,85,4,0.047058823529411764,1
BAH-P-0731,1,False,120,0,0.0,1,92,0,0.0,1,116,2,0.017241379310344827,1,87,6,0.06896551724137931,1
BAH-P-0732,1,False,119,0,0.0,1,91,0,0.0,1,112,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0733,1,False,90,0,0.0,1,61,0,0.0,1,87,0,0.0,1,57,4,0.07017543859649122,1
BAH-P-0734,1,False,120,0,0.0,1,92,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-0735,1,True,109,0,0.0,1,81,0,0.0,1,102,2,0.0196078431372549,1,73,6,0.0821917808219178,1
BAH-P-0736,1,True,100,0,0.0,1,72,0,0.0,1,94,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-0737,1,True,105,0,0.0,1,76,0,0.0,1,102,2,0.0196078431372549,1,72,6,0.08333333333333333,1
BAH-P-0738,1,False,145,0,0.0,2,117,0,0.0,1,138,4,0.028985507246376812,2,109,8,0.07339449541284404,1
BAH-P-0739,1,False,119,0,0.0,1,91,0,0.0,1,110,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-0740,1,False,105,0,0.0,1,76,0,0.0,1,104,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0741,1,False,117,0,0.0,1,89,0,0.0,1,114,0,0.0,1,85,4,0.047058823529411764,1
BAH-P-0742,1,False,120,0,0.0,1,92,0,0.0,1,115,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-0743,1,False,121,0,0.0,1,92,0,0.0,1,119,6,0.05042016806722689,1,89,10,0.11235955056179775,1
BAH-P-0744,1,False,113,0,0.0,1,85,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-0745,1,False,129,0,0.0,2,101,0,0.0,1,118,0,0.0,1,89,4,0.0449438202247191,1
BAH-P-0746,1,False,167,0,0.0,2,136,0,0.0,2,147,0,0.0,2,115,4,0.034782608695652174,1
BAH-P-0747,1,False,119,0,0.0,1,91,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0748,1,False,100,0,0.0,1,72,0,0.0,1,97,0,0.0,1,68,4,0.058823529411764705,1
BAH-P-0749,1,False,196,0,0.0,2,167,0,0.0,2,187,2,0.0106951871657754,2,157,6,0.03821656050955414,2
BAH-P-0750,1,False,143,0,0.0,2,115,0,0.0,1,131,2,0.015267175572519083,2,102,6,0.058823529411764705,1
BAH-P-0751,1,False,136,0,0.0,2,108,0,0.0,1,125,0,0.0,1,96,4,0.041666666666666664,1
BAH-P-0752,1,False,103,0,0.0,1,74,0,0.0,1,99,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-0753,1,False,175,0,0.0,2,146,0,0.0,2,166,4,0.024096385542168676,2,136,8,0.058823529411764705,2
BAH-P-0754,1,False,116,0,0.0,1,87,0,0.0,1,108,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-0755,1,False,97,0,0.0,1,69,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0756,1,False,109,0,0.0,1,80,0,0.0,1,103,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0757,1,True,84,0,0.0,1,56,0,0.0,1,83,0,0.0,1,54,4,0.07407407407407407,1
BAH-P-0758,1,False,117,0,0.0,1,89,0,0.0,1,116,0,0.0,1,87,4,0.04597701149425287,1
BAH-P-0759,1,False,123,0,0.0,1,94,0,0.0,1,111,2,0.018018018018018018,1,81,6,0.07407407407407407,1
BAH-P-0760,1,False,224,0,0.0,2,190,0,0.0,2,216,4,0.018518518518518517,2,181,8,0.04419889502762431,2
BAH-P-0761,1,False,136,0,0.0,2,107,0,0.0,1,124,2,0.016129032258064516,1,94,6,0.06382978723404255,1
BAH-P-0762,1,False,103,0,0.0,1,75,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0763,1,False,124,0,0.0,1,95,0,0.0,1,123,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-0764,1,False,114,0,0.0,1,90,0,0.0,1,105,0,0.0,1,81,3,0.037037037037037035,1
BAH-P-0765,1,True,106,0,0.0,1,77,0,0.0,1,102,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-0766,1,False,93,0,0.0,1,63,0,0.0,1,92,0,0.0,1,61,4,0.06557377049180328,1
BAH-P-0767,1,False,207,0,0.0,2,177,0,0.0,2,194,0,0.0,2,163,4,0.024539877300613498,2
BAH-P-0768,1,False,111,0,0.0,1,77,0,0.0,1,109,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0769,1,False,203,0,0.0,2,172,0,0.0,2,195,6,0.03076923076923077,2,163,10,0.06134969325153374,2
BAH-P-0770,1,False,126,0,0.0,1,96,0,0.0,1,121,2,0.01652892561983471,1,90,6,0.06666666666666667,1
BAH-P-0771,1,False,124,0,0.0,1,98,0,0.0,1,116,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-0772,1,False,140,0,0.0,2,112,0,0.0,1,125,4,0.032,1,96,8,0.08333333333333333,1
BAH-P-0773,1,False,114,0,0.0,1,84,0,0.0,1,108,2,0.018518518518518517,1,77,6,0.07792207792207792,1
BAH-P-0774,1,False,130,0,0.0,2,96,0,0.0,1,125,0,0.0,1,90,4,0.044444444444444446,1
BAH-P-0775,1,False,115,0,0.0,1,86,0,0.0,1,108,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-0776,1,False,104,0,0.0,1,76,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0777,1,False,135,0,0.0,2,101,0,0.0,1,132,0,0.0,2,97,4,0.041237113402061855,1
BAH-P-0778,1,False,117,0,0.0,1,89,0,0.0,1,113,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-0779,1,False,111,0,0.0,1,83,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0780,1,False,127,0,0.0,1,99,0,0.0,1,122,5,0.040983606557377046,1,93,9,0.0967741935483871,1
BAH-P-0781,1,False,111,0,0.0,1,90,0,0.0,1,103,0,0.0,1,81,2,0.024691358024691357,1
BAH-P-0782,1,False,110,0,0.0,1,84,0,0.0,1,105,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-0783,1,True,107,0,0.0,1,79,0,0.0,1,98,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-0784,1,True,99,0,0.0,1,71,0,0.0,1,92,0,0.0,1,63,4,0.06349206349206349,1
BAH-P-0785,1,False,120,0,0.0,1,92,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-0786,1,False,169,0,0.0,2,141,0,0.0,2,158,8,0.05063291139240506,2,129,12,0.09302325581395349,2
BAH-P-0787,1,False,106,0,0.0,1,78,0,0.0,1,101,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-0788,1,False,104,0,0.0,1,76,0,0.0,1,100,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-0789,1,False,92,0,0.0,1,64,0,0.0,1,91,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-0790,1,False,113,0,0.0,1,85,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-0791,1,False,133,0,0.0,2,105,0,0.0,1,120,0,0.0,1,91,4,0.04395604395604396,1
BAH-P-0792,1,False,121,0,0.0,1,93,0,0.0,1,114,2,0.017543859649122806,1,85,6,0.07058823529411765,1
BAH-P-0793,1,False,109,0,0.0,1,81,0,0.0,1,105,2,0.01904761904761905,1,76,6,0.07894736842105263,1
BAH-P-0794,1,False,110,0,0.0,1,82,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-0795,1,False,114,0,0.0,1,86,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-0796,1,False,127,0,0.0,1,99,0,0.0,1,120,0,0.0,1,91,4,0.04395604395604396,1
BAH-P-0797,1,False,118,0,0.0,1,84,0,0.0,1,116,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-0798,1,False,190,0,0.0,2,159,0,0.0,2,184,8,0.043478260869565216,2,152,12,0.07894736842105263,2
BAH-P-0799,1,False,126,0,0.0,1,97,0,0.0,1,119,4,0.03361344537815126,1,89,8,0.0898876404494382,1
BAH-P-0800,1,False,139,0,0.0,2,111,0,0.0,1,132,3,0.022727272727272728,2,103,7,0.06796116504854369,1
BAH-P-0801,1,False,118,0,0.0,1,89,0,0.0,1,113,2,0.017699115044247787,1,83,6,0.07228915662650602,1
BAH-P-0802,1,False,111,0,0.0,1,83,0,0.0,1,108,2,0.018518518518518517,1,79,6,0.0759493670886076,1
BAH-P-0803,1,False,108,0,0.0,1,80,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0804,1,False,118,0,0.0,1,90,0,0.0,1,113,1,0.008849557522123894,1,84,5,0.05952380952380952,1
BAH-P-0805,1,False,130,0,0.0,2,102,0,0.0,1,112,2,0.017857142857142856,1,83,6,0.07228915662650602,1
BAH-P-0806,1,False,107,0,0.0,1,79,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0807,1,False,111,0,0.0,1,83,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-0808,1,False,105,0,0.0,1,77,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0809,1,False,141,0,0.0,2,113,0,0.0,1,128,2,0.015625,1,99,6,0.06060606060606061,1
BAH-P-0810,1,False,96,0,0.0,1,72,0,0.0,1,96,0,0.0,1,72,3,0.041666666666666664,1
BAH-P-0811,1,False,120,0,0.0,1,92,0,0.0,1,117,0,0.0,1,88,4,0.045454545454545456,1
BAH-P-0812,1,False,175,0,0.0,2,147,0,0.0,2,170,2,0.011764705882352941,2,141,6,0.0425531914893617,2
BAH-P-0813,1,False,117,0,0.0,1,89,0,0.0,1,113,2,0.017699115044247787,1,84,6,0.07142857142857142,1
BAH-P-0814,1,False,110,0,0.0,1,80,0,0.0,1,107,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0815,1,False,131,0,0.0,2,103,0,0.0,1,126,0,0.0,1,97,4,0.041237113402061855,1
BAH-P-0816,1,False,187,0,0.0,2,150,0,0.0,2,185,2,0.010810810810810811,2,147,6,0.04081632653061224,2
BAH-P-0817,1,False,105,0,0.0,1,77,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0818,1,False,111,0,0.0,1,83,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-0819,1,False,104,0,0.0,1,78,0,0.0,1,97,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-0820,1,False,104,0,0.0,1,76,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0821,1,False,91,0,0.0,1,63,0,0.0,1,92,0,0.0,1,63,4,0.06349206349206349,1
BAH-P-0822,1,False,144,0,0.0,2,116,0,0.0,1,136,4,0.029411764705882353,2,107,8,0.07476635514018691,1
BAH-P-0823,1,False,116,0,0.0,1,88,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0824,1,True,101,0,0.0,1,73,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0825,1,False,101,0,0.0,1,73,0,0.0,1,98,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-0826,1,False,97,0,0.0,1,69,0,0.0,1,95,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-0827,1,False,99,0,0.0,1,73,0,0.0,1,95,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0828,1,False,99,0,0.0,1,71,0,0.0,1,95,2,0.021052631578947368,1,66,6,0.09090909090909091,1
BAH-P-0829,1,False,96,0,0.0,1,68,0,0.0,1,89,0,0.0,1,60,4,0.06666666666666667,1
BAH-P-0830,1,False,101,0,0.0,1,73,0,0.0,1,98,2,0.02040816326530612,1,69,6,0.08695652173913043,1
BAH-P-0831,1,False,105,0,0.0,1,79,0,0.0,1,103,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-0832,1,False,120,0,0.0,1,94,0,0.0,1,111,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0833,1,False,109,0,0.0,1,83,0,0.0,1,104,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0834,1,False,116,0,0.0,1,90,0,0.0,1,112,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-0835,1,False,107,0,0.0,1,77,0,0.0,1,104,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0836,1,False,117,0,0.0,1,88,0,0.0,1,112,0,0.0,1,82,4,0.04878048780487805,1
BAH-P-0837,1,False,128,0,0.0,1,94,0,0.0,1,119,0,0.0,1,84,4,0.047619047619047616,1
BAH-P-0838,1,False,114,0,0.0,1,86,0,0.0,1,104,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-0839,1,False,135,0,0.0,2,106,0,0.0,1,126,0,0.0,1,96,4,0.041666666666666664,1
BAH-P-0840,1,False,132,0,0.0,2,104,0,0.0,1,128,0,0.0,1,99,4,0.04040404040404041,1
BAH-P-0841,1,False,93,0,0.0,1,68,0,0.0,1,86,0,0.0,1,59,3,0.05084745762711865,1
BAH-P-0842,1,False,113,0,0.0,1,87,0,0.0,1,109,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-0843,1,False,135,0,0.0,2,107,0,0.0,1,122,0,0.0,1,93,4,0.043010752688172046,1
BAH-P-0844,1,False,113,0,0.0,1,85,0,0.0,1,110,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-0845,1,False,91,0,0.0,1,63,0,0.0,1,89,0,0.0,1,60,4,0.06666666666666667,1
BAH-P-0846,1,False,111,0,0.0,1,83,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0847,1,False,164,0,0.0,2,136,0,0.0,2,151,0,0.0,2,122,4,0.03278688524590164,1
BAH-P-0848,1,False,115,0,0.0,1,87,0,0.0,1,99,2,0.020202020202020204,1,70,6,0.08571428571428572,1
BAH-P-0849,1,False,108,0,0.0,1,80,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0850,1,False,115,0,0.0,1,87,0,0.0,1,110,0,0.0,1,81,4,0.04938271604938271,1
BAH-P-0851,1,False,113,0,0.0,1,87,0,0.0,1,108,2,0.018518518518518517,1,80,6,0.075,1
BAH-P-0852,1,False,132,0,0.0,2,106,0,0.0,1,127,3,0.023622047244094488,1,99,7,0.0707070707070707,1
BAH-P-0853,1,False,169,0,0.0,2,141,0,0.0,2,153,2,0.013071895424836602,2,124,6,0.04838709677419355,1
BAH-P-0854,1,False,105,0,0.0,1,75,0,0.0,1,102,2,0.0196078431372549,1,71,6,0.08450704225352113,1
BAH-P-0855,1,False,148,0,0.0,2,120,0,0.0,1,135,4,0.02962962962962963,2,106,8,0.07547169811320754,1
BAH-P-0856,1,False,133,0,0.0,2,105,0,0.0,1,124,2,0.016129032258064516,1,95,6,0.06315789473684211,1
BAH-P-0857,1,False,108,0,0.0,1,80,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0858,1,False,142,0,0.0,2,114,0,0.0,1,137,4,0.029197080291970802,2,108,8,0.07407407407407407,1
BAH-P-0859,1,False,113,0,0.0,1,87,0,0.0,1,108,2,0.018518518518518517,1,80,6,0.075,1
BAH-P-0860,1,True,98,0,0.0,1,70,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0861,1,False,111,0,0.0,1,83,0,0.0,1,107,1,0.009345794392523364,1,78,5,0.0641025641025641,1
BAH-P-0862,1,False,134,0,0.0,2,100,0,0.0,1,135,2,0.014814814814814815,2,100,5,0.05,1
BAH-P-0863,1,False,99,0,0.0,1,69,0,0.0,1,97,0,0.0,1,66,4,0.06060606060606061,1
BAH-P-0864,1,False,185,0,0.0,2,157,0,0.0,2,172,0,0.0,2,143,4,0.027972027972027972,2
BAH-P-0865,1,False,96,0,0.0,1,68,0,0.0,1,91,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-0866,1,False,88,0,0.0,1,60,0,0.0,1,87,0,0.0,1,58,4,0.06896551724137931,1
BAH-P-0867,1,False,121,0,0.0,1,93,0,0.0,1,116,0,0.0,1,87,4,0.04597701149425287,1
BAH-P-0868,1,False,95,0,0.0,1,67,0,0.0,1,91,0,0.0,1,62,4,0.06451612903225806,1
BAH-P-0869,1,False,120,0,0.0,1,91,0,0.0,1,115,2,0.017391304347826087,1,85,6,0.07058823529411765,1
BAH-P-0870,1,False,114,0,0.0,1,86,0,0.0,1,109,0,0.0,1,80,4,0.05,1
BAH-P-0871,1,True,101,0,0.0,1,73,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0872,1,False,112,0,0.0,1,84,0,0.0,1,106,0,0.0,1,77,4,0.05194805194805195,1
BAH-P-0873,1,True,97,0,0.0,1,69,0,0.0,1,94,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-0874,1,False,109,0,0.0,1,81,0,0.0,1,105,0,0.0,1,76,4,0.05263157894736842,1
BAH-P-0875,1,False,114,0,0.0,1,86,0,0.0,1,112,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0876,1,False,108,0,0.0,1,80,0,0.0,1,104,2,0.019230769230769232,1,75,6,0.08,1
BAH-P-0877,1,False,135,0,0.0,2,107,0,0.0,1,122,2,0.01639344262295082,1,93,6,0.06451612903225806,1
BAH-P-0878,1,True,101,0,0.0,1,73,0,0.0,1,96,0,0.0,1,67,4,0.05970149253731343,1
BAH-P-0879,1,False,105,0,0.0,1,77,0,0.0,1,100,0,0.0,1,71,4,0.056338028169014086,1
BAH-P-0880,1,False,118,0,0.0,1,90,0,0.0,1,112,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0881,1,False,100,0,0.0,1,72,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0882,1,False,122,0,0.0,1,94,0,0.0,1,113,2,0.017699115044247787,1,84,6,0.07142857142857142,1
BAH-P-0883,1,False,188,0,0.0,2,161,0,0.0,2,185,2,0.010810810810810811,2,158,5,0.03164556962025317,2
BAH-P-0884,1,False,224,0,0.0,2,196,0,0.0,2,215,0,0.0,2,186,4,0.021505376344086023,2
BAH-P-0885,1,False,121,0,0.0,1,93,0,0.0,1,115,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-0886,1,False,127,0,0.0,1,99,0,0.0,1,117,2,0.017094017094017096,1,88,6,0.06818181818181818,1
BAH-P-0887,1,False,146,0,0.0,2,118,0,0.0,1,142,2,0.014084507042253521,2,113,6,0.05309734513274336,1
BAH-P-0888,1,False,80,0,0.0,1,52,0,0.0,1,80,0,0.0,1,51,4,0.0784313725490196,1
BAH-P-0889,1,False,106,0,0.0,1,77,0,0.0,1,105,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-0890,1,True,90,0,0.0,1,62,0,0.0,1,87,0,0.0,1,58,4,0.06896551724137931,1
BAH-P-0891,1,False,124,0,0.0,1,96,0,0.0,1,118,2,0.01694915254237288,1,89,6,0.06741573033707865,1
BAH-P-0892,1,False,158,0,0.0,2,127,0,0.0,1,149,0,0.0,2,117,4,0.03418803418803419,1
BAH-P-0893,1,False,124,0,0.0,1,94,0,0.0,1,104,6,0.057692307692307696,1,73,10,0.136986301369863,1
BAH-P-0894,1,True,105,0,0.0,1,77,0,0.0,1,101,0,0.0,1,72,4,0.05555555555555555,1
BAH-P-0895,1,False,113,0,0.0,1,85,0,0.0,1,110,2,0.01818181818181818,1,81,6,0.07407407407407407,1
BAH-P-0896,1,False,189,0,0.0,2,158,0,0.0,2,185,0,0.0,2,153,4,0.026143790849673203,2
BAH-P-0897,1,False,103,0,0.0,1,74,0,0.0,1,100,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0898,1,False,114,0,0.0,1,86,0,0.0,1,111,0,0.0,1,82,4,0.04878048780487805,1
BAH-P-0899,1,False,112,0,0.0,1,84,0,0.0,1,108,0,0.0,1,79,4,0.05063291139240506,1
BAH-P-0900,1,False,109,0,0.0,1,81,0,0.0,1,98,0,0.0,1,69,4,0.057971014492753624,1
BAH-P-0901,1,False,127,0,0.0,1,99,0,0.0,1,122,2,0.01639344262295082,1,93,6,0.06451612903225806,1
BAH-P-0902,1,False,146,0,0.0,2,110,0,0.0,1,143,0,0.0,2,106,4,0.03773584905660377,1
BAH-P-0903,1,False,116,0,0.0,1,88,0,0.0,1,108,2,0.018518518518518517,1,79,6,0.0759493670886076,1
BAH-P-0904,1,False,125,0,0.0,1,97,0,0.0,1,122,2,0.01639344262295082,1,93,6,0.06451612903225806,1
BAH-P-0905,1,False,149,0,0.0,2,123,0,0.0,1,139,2,0.014388489208633094,2,111,6,0.05405405405405406,1
BAH-P-0906,1,False,94,0,0.0,1,66,0,0.0,1,89,0,0.0,1,60,4,0.06666666666666667,1
BAH-P-0907,1,False,153,0,0.0,2,125,0,0.0,1,141,4,0.028368794326241134,2,112,8,0.07142857142857142,1
BAH-P-0908,1,False,140,0,0.0,2,112,0,0.0,1,126,4,0.031746031746031744,1,97,8,0.08247422680412371,1
BAH-P-0909,1,False,115,0,0.0,1,87,0,0.0,1,115,2,0.017391304347826087,1,86,6,0.06976744186046512,1
BAH-P-0910,1,False,99,0,0.0,1,71,0,0.0,1,94,0,0.0,1,65,4,0.06153846153846154,1
BAH-P-0911,1,False,139,0,0.0,2,110,0,0.0,1,130,2,0.015384615384615385,2,100,6,0.06,1
BAH-P-0912,1,False,102,0,0.0,1,74,0,0.0,1,99,0,0.0,1,70,4,0.05714285714285714,1
BAH-P-0913,1,False,112,0,0.0,1,84,0,0.0,1,107,0,0.0,1,78,4,0.05128205128205128,1
BAH-P-0914,1,False,113,0,0.0,1,85,0,0.0,1,112,0,0.0,1,83,4,0.04819277108433735,1
BAH-P-0915,1,False,198,0,0.0,2,175,0,0.0,2,194,2,0.010309278350515464,2,170,5,0.029411764705882353,2
BAH-P-0916,1,False,83,0,0.0,1,62,0,0.0,1,82,0,0.0,1,60,2,0.03333333333333333,1
BAH-P-0917,1,False,130,0,0.0,2,96,0,0.0,1,125,2,0.016,1,90,6,0.06666666666666667,1
BAH-P-0918,1,False,111,0,0.0,1,81,0,0.0,1,104,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0919,1,False,108,0,0.0,1,80,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0920,1,False,140,0,0.0,2,112,0,0.0,1,136,0,0.0,2,107,4,0.037383177570093455,1
BAH-P-0921,1,False,148,0,0.0,2,120,0,0.0,1,138,2,0.014492753623188406,2,109,6,0.05504587155963303,1
BAH-P-0922,1,False,105,0,0.0,1,77,0,0.0,1,103,0,0.0,1,74,4,0.05405405405405406,1
BAH-P-0923,1,False,116,0,0.0,1,87,0,0.0,1,114,2,0.017543859649122806,1,84,6,0.07142857142857142,1
BAH-P-0924,1,False,140,0,0.0,2,112,0,0.0,1,130,4,0.03076923076923077,2,101,8,0.07920792079207921,1
BAH-P-0925,1,False,111,0,0.0,1,83,0,0.0,1,107,2,0.018691588785046728,1,78,6,0.07692307692307693,1
BAH-P-0926,1,False,103,0,0.0,1,75,0,0.0,1,100,2,0.02,1,71,6,0.08450704225352113,1
BAH-P-0927,1,False,101,0,0.0,1,73,0,0.0,1,97,0,0.0,1,68,4,0.058823529411764705,1
BAH-P-0928,1,False,110,0,0.0,1,82,0,0.0,1,105,2,0.01904761904761905,1,76,6,0.07894736842105263,1
BAH-P-0929,1,False,129,0,0.0,2,101,0,0.0,1,123,2,0.016260162601626018,1,94,6,0.06382978723404255,1
BAH-P-0930,1,False,189,0,0.0,2,160,0,0.0,2,181,8,0.04419889502762431,2,151,12,0.07947019867549669,2
BAH-P-0931,1,False,124,0,0.0,1,96,0,0.0,1,115,0,0.0,1,86,4,0.046511627906976744,1
BAH-P-0932,1,False,127,0,0.0,1,99,0,0.0,1,124,2,0.016129032258064516,1,95,6,0.06315789473684211,1
BAH-P-0933,1,False,104,0,0.0,1,76,0,0.0,1,102,0,0.0,1,73,4,0.0547945205479452,1
BAH-P-0934,1,False,108,0,0.0,1,79,0,0.0,1,105,0,0.0,1,75,4,0.05333333333333334,1
BAH-P-0935,1,False,114,0,0.0,1,85,0,0.0,1,107,2,0.018691588785046728,1,77,6,0.07792207792207792,1
BAH-P-0936,1,False,152,0,0.0,2,122,0,0.0,1,141,4,0.028368794326241134,2,110,8,0.07272727272727272,1
